decision,trip_ms,conv_trip,sprt_dec,f_int,k_ibr,Br,phi_deg
RESTRAIN,300.0,False,RESTRAIN,0.21894646236515047,0.0,0.08545459794814007,274.64803728950255
RESTRAIN,300.0,False,RESTRAIN,0.20834699514704125,0.0,0.0022663047169560247,97.53728313004758
RESTRAIN,300.0,False,RESTRAIN,0.2164774945303628,0.0,0.5503613986915658,195.68320247262233
RESTRAIN,300.0,False,RESTRAIN,0.18350694174970272,0.0,0.5588721446780777,19.591692687291253
RESTRAIN,300.0,False,RESTRAIN,0.3014481939301459,0.0,0.8954327633793006,304.7252890688557
RESTRAIN,300.0,False,RESTRAIN,0.18565151143843805,0.0,0.2597482688199979,131.81468475757842
RESTRAIN,300.0,False,RESTRAIN,0.20537332246945628,0.0,0.041872676899913155,210.41510070987934
RESTRAIN,300.0,False,RESTRAIN,0.24954527730887055,0.0,0.7014441195909364,333.82217941243675
RESTRAIN,300.0,False,RESTRAIN,0.20311674829940363,0.0,0.2741237610775213,10.888821138294746
RESTRAIN,300.0,False,RESTRAIN,0.2197270104124791,0.0,0.2975931365204496,348.4862772607325
RESTRAIN,300.0,False,RESTRAIN,0.20989603391076017,0.0,0.8169609049487649,189.06456560472517
RESTRAIN,300.0,True,RESTRAIN,0.2708619838080091,0.0,0.5178332492440412,281.0687666141232
RESTRAIN,300.0,False,RESTRAIN,0.19713448792586064,0.0,0.36031468353668533,170.29611561810566
RESTRAIN,300.0,True,RESTRAIN,0.306289808773596,0.0,0.8555019371232641,293.7267999601118
RESTRAIN,300.0,False,RESTRAIN,0.23359501874664057,0.0,0.23876204531330014,317.0011779413225
RESTRAIN,300.0,False,RESTRAIN,0.20792985426761057,0.0,0.019330120673165297,137.4026601143654
RESTRAIN,300.0,False,RESTRAIN,0.23051474306154285,0.0,0.20778775508327266,260.1476030240873
RESTRAIN,300.0,False,RESTRAIN,0.21122889590213156,0.0,0.03971336916236795,359.50248285818714
RESTRAIN,300.0,False,RESTRAIN,0.2521494493062144,0.0,0.36697260986910674,272.5674032139978
RESTRAIN,300.0,False,RESTRAIN,0.23427236388643846,0.0,0.7479599027043036,344.4767379160427
RESTRAIN,300.0,True,RESTRAIN,0.31038490490545834,0.0,0.8776616162884572,265.1822028123759
RESTRAIN,300.0,False,RESTRAIN,0.1406782593636311,0.0,0.6302888279667135,118.75929748611698
RESTRAIN,300.0,False,RESTRAIN,0.30139368509774034,0.0,0.8335034183093523,297.77460294907394
RESTRAIN,300.0,False,RESTRAIN,0.2399241004148731,0.0,0.367678827995561,239.8826752990399
RESTRAIN,300.0,False,RESTRAIN,0.20264202637462259,0.0,0.27243853462672574,11.904470442440012
RESTRAIN,300.0,False,RESTRAIN,0.1914275175237532,0.0,0.13880270571488748,62.07625624016308
RESTRAIN,300.0,False,RESTRAIN,0.15247302560532106,0.0,0.4507926294353902,94.05828282964907
RESTRAIN,300.0,False,RESTRAIN,0.24244737888010937,0.0,0.29424425010946886,267.682970581896
RESTRAIN,300.0,False,RESTRAIN,0.22185836885948163,0.0,0.09678392704903759,286.96775734675253
RESTRAIN,300.0,False,RESTRAIN,0.30199924395360356,0.0,0.8387235467644231,297.67875721577406
RESTRAIN,300.0,False,RESTRAIN,0.20284053763842058,0.0,0.11133342549919503,24.197305512932278
RESTRAIN,300.0,False,RESTRAIN,0.16907074011656775,0.0,0.665765470799081,25.976405329959306
RESTRAIN,300.0,False,RESTRAIN,0.20194622445722632,0.0,0.061267564216517,107.79955840384439
RESTRAIN,300.0,False,RESTRAIN,0.25358253092598815,0.0,0.47440482028786257,245.2476231978872
RESTRAIN,300.0,False,RESTRAIN,0.27461271610577354,0.0,0.6073222786736555,303.18656719920847
RESTRAIN,300.0,False,RESTRAIN,0.23235228894646098,0.0,0.2110810334585069,312.9752401575112
RESTRAIN,300.0,False,RESTRAIN,0.19910273493282948,0.0,0.0680846837040217,74.70551332301002
RESTRAIN,300.0,True,RESTRAIN,0.272619533720726,0.0,0.5340281430784745,276.2695012260292
RESTRAIN,300.0,False,RESTRAIN,0.24932407640147092,0.0,0.5426162070475281,230.67897578986654
RESTRAIN,300.0,False,RESTRAIN,0.22896544108115613,0.0,0.2807842490208165,333.6228069010026
RESTRAIN,300.0,False,RESTRAIN,0.24957378046960388,0.0,0.33857401517484054,278.22997578831934
RESTRAIN,300.0,False,RESTRAIN,0.20527134510846956,0.0,0.041045188815802804,190.30366230228046
RESTRAIN,300.0,False,RESTRAIN,0.2413078901649086,0.0,0.26620972917402547,281.94994181714975
RESTRAIN,300.0,False,RESTRAIN,0.11717080927727941,0.0,0.7943422275406513,110.97997008607393
RESTRAIN,300.0,False,RESTRAIN,0.2281307760772009,0.0,0.15416505903711009,283.01228618491297
RESTRAIN,300.0,False,RESTRAIN,0.2595162478750691,0.0,0.42124670495514155,281.2206509144878
